"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011/2012","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","18591","","","","0"
"2012/2013","Canada","2016A000011124","Total, field of study","Current dollars","75","units","0","v1001414713","1.19","18267","","","","0"
"2012/2013","Canada","2016A000011124","Education","Current dollars","75","units","0","v62427452","1.1","14133","","","","0"
"2012/2013","Canada","2016A000011124","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427461","1.2","16677","","","","0"
"2012/2013","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427462","1.3","17282","","","","0"
"2012/2013","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427463","1.4","17033","","","","0"
"2012/2013","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427464","1.5","21793","","","","0"
"2012/2013","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427465","1.6","18185","","","","0"
"2012/2013","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427466","1.7","18778","","","","0"
"2012/2013","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427467","1.8","19265","","","","0"
"2012/2013","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427468","1.9","20534","","","","0"
"2012/2013","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427453","1.10","17893","","","","0"
"2012/2013","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427454","1.11","16402","","","","0"
"2012/2013","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427455","1.12","44162","","","","0"
"2012/2013","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427456","1.13","28600","","","","0"
"2012/2013","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427457","1.14","15584","","","","0"
"2012/2013","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427458","1.15","29527","","","","0"
"2012/2013","Canada","2016A000011124","Veterinary medicine","Current dollars","75","units","0","v62427459","1.16","50493","","","","0"
"2012/2013","Canada","2016A000011124","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427460","1.17","16882","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Total, field of study","Current dollars","75","units","0","v1001414714","2.19","9025","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Education","Current dollars","75","units","0","v62427496","2.1","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Current dollars","75","units","0","v62427505","2.7","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427506","2.8","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Engineering","Current dollars","75","units","0","v62427507","2.9","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Medicine","Current dollars","75","units","0","v62427497","2.13","30000","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Nursing","Current dollars","75","units","0","v62427498","2.14","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Pharmacy","Current dollars","75","units","0","v62427499","2.15","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","8800","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","20881","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","11150","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2012/2013","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","11150","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","11150","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","11150","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","11150","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","11150","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","","..","","","0"
"2012/2013","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","11150","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","51070","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","","..","","","0"
"2012/2013","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414716","4.19","13151","","","","0"
"2012/2013","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","13528","","","","0"
"2012/2013","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","13007","","","","0"
"2012/2013","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","13159","","","","0"
"2012/2013","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427528","4.4","13347","","","","0"
"2012/2013","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427529","4.5","","..","","","0"
"2012/2013","Nova Scotia","2016A000212","Business, management and public administration","Current dollars","75","units","0","v62427530","4.6","12558","","","","0"
"2012/2013","Nova Scotia","2016A000212","Physical and life sciences and technologies","Current dollars","75","units","0","v62427531","4.7","13965","","","","0"
"2012/2013","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427532","4.8","14139","","","","0"
"2012/2013","Nova Scotia","2016A000212","Engineering","Current dollars","75","units","0","v62427533","4.9","14656","","","","0"
"2012/2013","Nova Scotia","2016A000212","Architecture","Current dollars","75","units","0","v62427520","4.10","14451","","","","0"
"2012/2013","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","11867","","","","0"
"2012/2013","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","40000","","","","0"
"2012/2013","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","24075","","","","0"
"2012/2013","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","13684","","","","0"
"2012/2013","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2012/2013","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427525","4.17","14420","","","","0"
"2012/2013","New Brunswick","2016A000213","Total, field of study","Current dollars","75","units","0","v1001414717","5.19","12372","","","","0"
"2012/2013","New Brunswick","2016A000213","Education","Current dollars","75","units","0","v62427534","5.1","12968","","","","0"
"2012/2013","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427538","5.2","12359","","","","0"
"2012/2013","New Brunswick","2016A000213","Humanities","Current dollars","75","units","0","v62427539","5.3","13520","","","","0"
"2012/2013","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427540","5.4","11657","","","","0"
"2012/2013","New Brunswick","2016A000213","Law","Current dollars","75","units","0","v62427541","5.5","16532","","","","0"
"2012/2013","New Brunswick","2016A000213","Business, management and public administration","Current dollars","75","units","0","v62427542","5.6","12242","","","","0"
"2012/2013","New Brunswick","2016A000213","Physical and life sciences and technologies","Current dollars","75","units","0","v62427543","5.7","12467","","","","0"
"2012/2013","New Brunswick","2016A000213","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427544","5.8","11389","","","","0"
"2012/2013","New Brunswick","2016A000213","Engineering","Current dollars","75","units","0","v62427545","5.9","12300","","","","0"
"2012/2013","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427535","5.11","10628","","","","0"
"2012/2013","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427536","5.14","9545","","","","0"
"2012/2013","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427537","5.17","10514","","","","0"
